id,title,composer,part,KSgt,KSest,notes,err,time
1,Preludes_op_101,Chopin,rh,,a minor (0),990,30,0.422
1,Preludes_op_101,Chopin,lh,,a minor (0),388,12,0.167
2,Preludes_op_102,Chopin,rh,,a minor (0),1127,59,168.788
2,Preludes_op_102,Chopin,lh,,a minor (0),348,5,0.369
3,Preludes_op_103,Chopin,rh,,c# minor (4),1205,45,11.285
3,Preludes_op_103,Chopin,lh,,c# minor (4),755,67,8.057
5,Preludes_op_105,Chopin,rh,,G- major (-6),1000,0,0.547
5,Preludes_op_105,Chopin,lh,,e- minor (-6),637,13,0.692
7,Preludes_op_107,Chopin,rh,,a minor (0),1363,92,41.002
7,Preludes_op_107,Chopin,lh,(0),e minor (1),447,35,0.517
8,Preludes_op_108,Chopin,rh,,d minor (-1),1311,15,2.472
8,Preludes_op_108,Chopin,lh,,d minor (-1),1010,21,1.701
12,Preludes_op_1012,Chopin,rh,,c minor (-3),690,54,0.847
12,Preludes_op_1012,Chopin,lh,,c minor (-3),1414,87,7.386
1,Preludes_op_251,Chopin,rh,,f minor (-4),1132,30,3.453
1,Preludes_op_251,Chopin,lh,,f minor (-4),1100,43,2.384
2,Preludes_op_252,Chopin,rh,,f minor (-4),815,8,1.788
2,Preludes_op_252,Chopin,lh,,f minor (-4),392,5,0.147
4,Preludes_op_254,Chopin,rh,,a minor (0),760,17,1.601
4,Preludes_op_254,Chopin,lh,,a minor (0),793,5,1.520
8,Preludes_op_258,Chopin,rh,,b- minor (-5),827,43,361.539
8,Preludes_op_258,Chopin,lh,,b- minor (-5),722,9,3.831
11,Preludes_op_2511,Chopin,rh,,a minor (0),2086,67,62.483
11,Preludes_op_2511,Chopin,lh,,a minor (0),1099,57,72.308
12,Preludes_op_2512,Chopin,rh,,c minor (-3),1203,3,1.700
12,Preludes_op_2512,Chopin,lh,,c minor (-3),1489,4,8.227
