 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
Gb phrygian (6b), 0, 5, 1, 7, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 6, 1, 3, 2, 1, 9, 7, 8, 8, 0, 1, 2, 1, 2, 2,  , 6, 6, 5, 2, 7, 6, 1, 118
F# phrygian (6#), 1, 4, 4, 5, 2, 0, 3, 1, 2, 0, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 8, 10, 1, 3, 4, 3, 8, 11, 8, 7, 0, 2, 1, 3, 4, 1,  , 5, 11, 7, 5, 7, 8, 1, 153
Gb lydian (6b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
F# lydian (6#), 1, 4, 2, 6, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 1, 4, 3, 2, 8, 9, 9, 9, 0, 2, 2, 2, 3, 2,  , 5, 9, 7, 3, 8, 7, 1, 147
Gb mixolydian (6b), 1, 4, 2, 6, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 1, 4, 3, 2, 8, 9, 9, 9, 0, 2, 2, 2, 3, 2,  , 5, 9, 7, 3, 8, 7, 1, 147
F# mixolydian (6#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Gb aeolian (6b), 1, 4, 2, 6, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 1, 4, 3, 2, 8, 9, 9, 9, 0, 2, 2, 2, 3, 2,  , 5, 9, 7, 3, 8, 7, 1, 147
F# aeolian (6#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Gb locrian (6b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
F# locrian (6#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Cb major (7b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
C# major (7#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Ab minor (7b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
A# minor (7#), 0, 2, 1, 6, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 5, 5, 1, 2, 2, 1, 5, 7, 9, 7, 0, 1, 2, 1, 2, 2,  , 5, 6, 5, 4, 7, 5, 1, 107
Ab minor mel (7b), 1, 4, 3, 6, 2, 0, 3, 1, 2, 0, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 6, 5, 1, 3, 4, 3, 8, 8, 8, 10, 0, 2, 1, 3, 4, 1,  , 4, 8, 7, 4, 10, 6, 1, 139
A# minor mel (7#), 0, 5, 1, 7, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 6, 1, 3, 2, 1, 9, 7, 8, 8, 0, 1, 2, 1, 2, 2,  , 6, 6, 5, 2, 7, 6, 1, 118
Cb major blues (7b), 1, 4, 4, 5, 2, 0, 3, 1, 2, 0, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 8, 10, 1, 3, 4, 3, 8, 11, 8, 7, 0, 2, 1, 3, 4, 1,  , 5, 11, 7, 5, 7, 8, 1, 153
C# major blues (7#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Ab minor blues (7b), 1, 4, 2, 6, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 1, 4, 3, 2, 8, 9, 9, 9, 0, 2, 2, 2, 3, 2,  , 5, 9, 7, 3, 8, 7, 1, 147
A# minor blues (7#), 1, 4, 2, 6, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 1, 4, 3, 2, 8, 9, 9, 9, 0, 2, 2, 2, 3, 2,  , 5, 9, 7, 3, 8, 7, 1, 147
Cb dorian (7b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
C# dorian (7#), 1, 4, 2, 6, 2, 0, 3, 1, 3, 1, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 6, 9, 1, 4, 3, 2, 8, 9, 9, 9, 0, 2, 2, 2, 3, 2,  , 5, 9, 7, 3, 8, 7, 1, 147
Cb phrygian (7b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
C# phrygian (7#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Cb lydian (7b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
C# lydian (7#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Cb mixolydian (7b), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
C# mixolydian (7#), 1, 1, 2, 5, 2, 0, 3, 1, 3, 1, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 7, 4, 1, 4, 3, 2, 4, 8, 7, 8, 0, 2, 2, 2, 3, 2,  , 4, 7, 6, 5, 8, 5, 1, 124
Cb aeolian (7b), 0, 2, 1, 6, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 5, 5, 1, 2, 2, 1, 5, 7, 9, 7, 0, 1, 2, 1, 2, 2,  , 5, 6, 5, 4, 7, 5, 1, 107
C# aeolian (7#), 1, 4, 3, 6, 2, 0, 3, 1, 2, 0, 2, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 6, 5, 1, 3, 4, 3, 8, 8, 8, 10, 0, 2, 1, 3, 4, 1,  , 4, 8, 7, 4, 10, 6, 1, 139
Cb locrian (7b), 0, 5, 1, 7, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 4, 6, 1, 3, 2, 1, 9, 7, 8, 8, 0, 1, 2, 1, 2, 2,  , 6, 6, 5, 2, 7, 6, 1, 118
C# locrian (7#), 1, 4, 4, 5, 2, 0, 3, 1, 2, 0, 3, 0, 2, 0, 2, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 8, 10, 1, 3, 4, 3, 8, 11, 8, 7, 0, 2, 1, 3, 4, 1,  , 5, 11, 7, 5, 7, 8, 1, 153
