 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, rowcost
D# minor blues (6#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Gb dorian (6b), 0, 3, 1, 1, 2, 0, 2, 0, 2, 4, 3, 0, 0, 0, 1, 2, 0, 3, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 2, 4, 2, 4, 3, 3, 2,  , 3, 6, 0, 0, 2, 4, 0, 3, 1, 0, 2, 4, 4, 4, 6, 0, 1, 2, 5, 3, 3, 1, 3, 2, 0, 116
F# dorian (6#), 0, 2, 0, 1, 3, 1, 3, 1, 1, 2, 1, 0, 1, 0, 2, 4, 1, 2, 0, 1, 3, 1, 3, 0, 2, 1, 0, 0, 1, 1, 3, 1, 2, 4, 3, 2, 4, 5, 5, 2,  , 2, 4, 1, 1, 4, 4, 0, 3, 0, 0, 4, 3, 5, 4, 6, 2, 3, 2, 4, 5, 6, 1, 1, 2, 0, 136
Gb phrygian (6b), 0, 3, 1, 1, 2, 0, 2, 0, 2, 3, 3, 0, 0, 0, 1, 3, 0, 3, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 3, 3, 2, 5, 3, 4, 1,  , 3, 6, 0, 0, 4, 8, 0, 4, 1, 0, 3, 7, 5, 3, 6, 0, 1, 3, 4, 3, 4, 1, 2, 2, 0, 128
F# phrygian (6#), 0, 2, 0, 1, 3, 1, 4, 1, 1, 2, 1, 0, 1, 0, 2, 4, 1, 2, 0, 1, 3, 1, 4, 0, 3, 1, 0, 0, 1, 1, 2, 2, 3, 4, 3, 3, 5, 5, 6, 1,  , 2, 2, 1, 1, 4, 9, 0, 4, 0, 0, 5, 6, 5, 4, 6, 5, 4, 3, 5, 5, 5, 1, 1, 2, 0, 155
Gb lydian (6b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
F# lydian (6#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 2, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 4, 4, 5, 1,  , 2, 5, 0, 0, 5, 10, 0, 3, 0, 0, 4, 7, 6, 3, 7, 1, 2, 2, 3, 4, 4, 0, 1, 1, 0, 124
Gb mixolydian (6b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 2, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 4, 4, 5, 1,  , 2, 5, 0, 0, 5, 10, 0, 3, 0, 0, 4, 7, 6, 3, 7, 1, 2, 2, 3, 4, 4, 0, 1, 1, 0, 124
F# mixolydian (6#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Gb aeolian (6b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 2, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 4, 4, 5, 1,  , 2, 5, 0, 0, 5, 10, 0, 3, 0, 0, 4, 7, 6, 3, 7, 1, 2, 2, 3, 4, 4, 0, 1, 1, 0, 124
F# aeolian (6#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Gb locrian (6b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
F# locrian (6#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Cb major (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
C# major (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Ab minor (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
A# minor (7#), 0, 3, 1, 1, 2, 0, 2, 0, 2, 4, 3, 0, 0, 0, 1, 2, 0, 3, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 2, 4, 2, 4, 3, 3, 2,  , 3, 6, 0, 0, 2, 4, 0, 3, 1, 0, 2, 4, 4, 4, 6, 0, 1, 2, 5, 3, 3, 1, 3, 2, 0, 116
Ab minor mel (7b), 0, 2, 0, 1, 3, 1, 3, 1, 1, 2, 1, 0, 1, 0, 2, 4, 1, 2, 0, 1, 3, 1, 3, 0, 2, 1, 0, 0, 1, 1, 3, 1, 2, 4, 3, 2, 4, 5, 5, 2,  , 2, 4, 1, 1, 4, 4, 0, 3, 0, 0, 4, 3, 5, 4, 6, 2, 3, 2, 4, 5, 6, 1, 1, 2, 0, 136
A# minor mel (7#), 0, 3, 1, 1, 2, 0, 2, 0, 2, 3, 3, 0, 0, 0, 1, 3, 0, 3, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 3, 3, 2, 5, 3, 4, 1,  , 3, 6, 0, 0, 4, 8, 0, 4, 1, 0, 3, 7, 5, 3, 6, 0, 1, 3, 4, 3, 4, 1, 2, 2, 0, 128
Cb major blues (7b), 0, 2, 0, 1, 3, 1, 4, 1, 1, 2, 1, 0, 1, 0, 2, 4, 1, 2, 0, 1, 3, 1, 4, 0, 3, 1, 0, 0, 1, 1, 2, 2, 3, 4, 3, 3, 5, 5, 6, 1,  , 2, 2, 1, 1, 4, 9, 0, 4, 0, 0, 5, 6, 5, 4, 6, 5, 4, 3, 5, 5, 5, 1, 1, 2, 0, 155
C# major blues (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Ab minor blues (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 2, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 4, 4, 5, 1,  , 2, 5, 0, 0, 5, 10, 0, 3, 0, 0, 4, 7, 6, 3, 7, 1, 2, 2, 3, 4, 4, 0, 1, 1, 0, 124
A# minor blues (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 2, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 4, 4, 5, 1,  , 2, 5, 0, 0, 5, 10, 0, 3, 0, 0, 4, 7, 6, 3, 7, 1, 2, 2, 3, 4, 4, 0, 1, 1, 0, 124
Cb dorian (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
C# dorian (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 2, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 2, 3, 4, 4, 5, 1,  , 2, 5, 0, 0, 5, 10, 0, 3, 0, 0, 4, 7, 6, 3, 7, 1, 2, 2, 3, 4, 4, 0, 1, 1, 0, 124
Cb phrygian (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
C# phrygian (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Cb lydian (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
C# lydian (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Cb mixolydian (7b), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
C# mixolydian (7#), 0, 2, 0, 0, 3, 0, 3, 0, 1, 3, 2, 0, 0, 0, 1, 3, 0, 2, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 3, 3, 4, 4, 2,  , 2, 5, 0, 0, 4, 5, 0, 2, 0, 0, 3, 4, 5, 3, 7, 1, 2, 1, 3, 4, 4, 0, 2, 1, 0, 110
Cb aeolian (7b), 0, 3, 1, 1, 2, 0, 2, 0, 2, 4, 3, 0, 0, 0, 1, 2, 0, 3, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 2, 4, 2, 4, 3, 3, 2,  , 3, 6, 0, 0, 2, 4, 0, 3, 1, 0, 2, 4, 4, 4, 6, 0, 1, 2, 5, 3, 3, 1, 3, 2, 0, 116
C# aeolian (7#), 0, 2, 0, 1, 3, 1, 3, 1, 1, 2, 1, 0, 1, 0, 2, 4, 1, 2, 0, 1, 3, 1, 3, 0, 2, 1, 0, 0, 1, 1, 3, 1, 2, 4, 3, 2, 4, 5, 5, 2,  , 2, 4, 1, 1, 4, 4, 0, 3, 0, 0, 4, 3, 5, 4, 6, 2, 3, 2, 4, 5, 6, 1, 1, 2, 0, 136
Cb locrian (7b), 0, 3, 1, 1, 2, 0, 2, 0, 2, 3, 3, 0, 0, 0, 1, 3, 0, 3, 1, 1, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 3, 3, 2, 5, 3, 4, 1,  , 3, 6, 0, 0, 4, 8, 0, 4, 1, 0, 3, 7, 5, 3, 6, 0, 1, 3, 4, 3, 4, 1, 2, 2, 0, 128
C# locrian (7#), 0, 2, 0, 1, 3, 1, 4, 1, 1, 2, 1, 0, 1, 0, 2, 4, 1, 2, 0, 1, 3, 1, 4, 0, 3, 1, 0, 0, 1, 1, 2, 2, 3, 4, 3, 3, 5, 5, 6, 1,  , 2, 2, 1, 1, 4, 9, 0, 4, 0, 0, 5, 6, 5, 4, 6, 5, 4, 3, 5, 5, 5, 1, 1, 2, 0, 155
