id,title,composer,KS GT,KS est.,notes,err,time
152,152-Clementi-sonate5op36,M. Clementi,0,0,89,0,0.009
153,153-Wolf-chansonsItaliennes21,D. F. Kuhlau,-1,0,90,1,0.014
154,154-Clementi-sonatine1op37,M. Clementi,-3,-3,83,0,0.029
155,155-CPEBach-ariavar2,C.P.E. Bach,3,3,57,0,0.004
156,156-Haendel-hornpipeconcertogrosso7,G.F. Haendel,-2,-1,79,0,0.027
157,157-Wolf-melodiesitaliennes20,H. Wolf,-2,-2,96,1,0.005
158,158-Beethoven-quatuor1op18,L. v. Beethoven,-1,0,94,2,0.032
159,159-Dussek-rondo,J.L. Dussek,-2,-2,141,0,0.013
160,160-Beethoven-trio2op70,L. v. Beethoven,0,0,49,0,0.004
161,161-Rimsky-Korsakov-Scheherazade,N Rimsky-Korsakov,1,1,117,0,0.019
162,162-Chopin-nocturne1op32,F. Chopin,5,5,53,0,0.013
163,163-Beethoven-septuorop20,L.v. Beethoven,-3,-3,61,0,0.010
164,164-Clementi-rondosonatine2op38,M. Clementi,-2,-2,53,0,0.005
165,165-Balbastre-pastorale,C. Balbastre,0,0,57,0,0.006
168,168-Beethoven-quatuor1op18,L. v. Beethoven,-1,-4,94,3,0.005
169,169-Wolf-chantsitaliens29,H. Wolf,0,0,93,7,0.011
171,171-Mozart-concertobasson,W. A. Mozart,-1,-1,79,1,0.056
172,172-Beethoven-trio2op70,,0,0,65,0,0.006
173,173-Kuhlau-sonative1op60,F. Kuhlau,-1,-1,132,1,0.022
174,174-negrospiritual,,0,0,69,0,0.006
177,177-Boulnois-berceuse,M. Boulnois,0,1,84,2,0.009
178,178-Poulenc,F. Poulenc,2,3,85,0,0.006
179,179-Clementi-canone33,M. Clementi,0,0,83,2,0.006
180,180-Haendel-concertogrosso9op6,G.F. Haendel,-1,-1,58,0,0.005
201,201-Beethoven-variation1,L.v. Beethoven,1,1,97,0,0.010
202,202-Bach-sarabande,J. S. Bach,-1,-1,86,1,0.006
203,203-Listz-preludes,F. Liszt,0,0,113,3,0.018
205,205-Bach-credo,,2,2,105,0,0.013
206,206-Beethoven-sonateop26,,-4,-4,67,0,0.005
207,207-Bach-aria,,1,1,134,3,0.022
209,209-Beethoven-rondoop13,,-3,-3,87,0,0.010
210,210-Schubert-benedictus,,1,1,78,2,0.010
211,211-Haydn,F. J. Haydn,0,0,132,0,0.033
213,213-Beethoven-sonate2op14,L. V. Beethoven,1,1,85,3,0.007
214,214-Schumann-trio3,,-3,-3,128,5,0.261
215,215-Debussy-passepied,C. Debussy,3,5,51,0,0.004
216,216-Haendel,,2,2,147,0,0.013
217,217-Beethoven-octuorop103,,-2,-1,84,0,0.012
218,218-Beethoven-sonateop28,L. v. Beethoven,-1,-1,85,1,0.007
219,219-Schubert-scherzo,,-2,-2,80,0,0.007
220,220-Mozart-sonateKV281,,-3,-2,136,0,0.017
221,221-Monteverdi-orfeo,,-1,-2,31,0,0.002
222,222-Bartok-burlesque,B. Bartok,0,-2,66,0,0.009
223,223-Monteverdi-Orfeo,,0,1,43,0,0.002
224,224-Schumann-trio3op110,,-2,-2,61,1,0.007
225,225-Beethoven-variationsop24,,-1,-1,97,2,0.009
226,226-Milhaud-Boeuf,D. Milhaud,0,0,102,2,0.009
227,227-Mozart-quintetK407,,-2,-2,105,1,0.009
228,228-Schuman-myrthen7op25,,-5,6,62,44,0.005
229,229-Liszt-melodie,F. Liszt,1,-3,81,3,0.011
230,230-Schumann-trio2,,-1,0,74,2,0.005
231,231-Duparc-elegie,,-1,0,47,5,0.003
232,232-Beethoven-sonateop22,,-3,-3,70,1,0.019
233,233-Debussy-cloches,C. Debussy,4,4,64,0,0.005
234,234-Beethoven-symphonie2op36,,3,3,74,0,0.004
235,235-Schumann-quatuor1op41,,0,0,142,2,0.017
236,236-Schubert-scherzo,F. Schubert,1,1,82,0,0.012
237,237-Beethoven-symphonie6,M.v. Beethoven,-2,-2,122,0,0.029
239,239-Beethoven-themavar,,1,1,71,0,0.005
240,240-Haydn-sonate5,J. Haydn,0,0,124,0,0.009
241,241-Haendel-sicilianaconcertogrosso8,,-3,-3,116,0,0.023
243,243-Strauss-melodie1op56,,-1,-3,87,3,0.008
244,244-Bach-concerto1violon,J. S. Bach,0,1,129,1,0.145
245,245-Debussy-Arabesque2,C. Debussy,1,1,184,6,0.052
246,246-Mozart-marcheflute,,-1,-1,97,0,0.009
247,247-Schubert-Benedictus,F. Schubert,1,1,41,0,0.003
248,248-Mozart-sonateKV280,,-4,-4,97,1,0.010
249,249-Mozart-andateKV9b,W. A. Mozart,-2,-2,128,6,0.020
250,250-Cliquet-Pleyel,,0,0,99,0,0.008
251,251-Schumann-Myrthen10op25,,-3,-3,67,0,0.004
252,252-Kuhlau-sonatine2op60,D. F. Kuhlau,3,3,68,0,0.007
253,253-Schubert-gloria,,2,2,50,0,0.002
254,254-Haydn-quatuor5op76,,2,2,111,1,0.022
255,255-Mozart-sonateDomKV457,,-3,-3,174,6,0.941
256,256-Mozart-sonataKV309,,-1,-1,138,2,0.037
257,257-Mozart-quintetteDomKV309,W. A. Mozart,-3,-2,112,1,0.033
258,258-Schumann-quatuor2FaMop41,R. Schumann,-1,-1,105,5,0.008
260,260-Monteverdi-Orfeo,,0,2,84,6,0.005
262,262-Schumann-Myrthen23op25,,2,2,82,0,0.007
263,263-Clergue-Tom,J. Clergue,-1,-1,70,0,0.007
265,265-Mozart-Aria15,W. A. Mozart,4,4,119,0,0.020
266,266-Debussy-Berger,C. Debussy,3,3,72,0,0.023
267,267-Lalo-RoidYs,E. Lalo,-1,-1,52,0,0.004
268,268-Scarlatti-sonatepastorale,,1,1,115,0,0.018
269,269-Beethoven-quatuor1op18,,-1,-1,132,0,0.010
271,271-Duparc-elegie,,-1,0,64,2,0.004
272,272-Bach-cantate140duetto,,-3,-3,184,17,1.255
273,273-Haendel-concerto2,,-1,-1,115,0,0.031
274,274-Wolf-melodieespagnole6,,3,2,123,7,0.015
275,275-Bartok-danceRoumaine1,,0,1,118,0,0.007
276,276-Bach-AnnaMagdalena,,-3,-2,69,0,0.012
277,277-Debussy-quatuorSolmop10,,-2,-3,77,0,0.009
278,278-SaintSaens-Cygne,,1,1,122,1,0.016
302,302-Chopin-nocturne3op9,,2,2,60,6,0.006
303,303-Bach-partita2sinfonia,,-3,-3,59,3,0.018
304,304-Bach-polonaise,,-1,-1,136,0,0.021
306,306-Haendel-concertogrosso3-4mvt,,1,1,102,0,0.011
307,307-Mozart-fantaisiekv475,,-2,-2,78,0,0.012
308,308-Beethoven-sonateop81,L.v. Beethoven,-3,-2,109,0,0.032
309,309-Poulenc-improvisation6,,-2,-1,129,5,0.011
311,311-Mozart-ariaCosifantutte,W. A. Mozart,3,3,91,2,0.007
312,312-Kuhlau-sonatineop20,D.F. Kuhlau,-1,0,105,3,0.042
313,313-Schumann-trio1,R. Schumann,0,0,72,2,0.031
314,314-Couperin-intime,,1,1,60,0,0.004
315,315-Ibert-symphonieconcertante,J. Ibert,0,-1,147,11,0.028
316,316-Bach-courantesuite3,,2,3,80,1,0.013
317,317-Mozart-sonateKV333,,-2,-2,191,3,0.042
319,319-Haydn-symphonie88,,1,1,60,2,0.009
320,320-Kuhlau-sonatine2op60,,0,0,135,1,0.021
321,321-Debussy-Pelleas,C. Debussy,4,0,62,0,0.007
323,323-Bartok-images,B. Bartok,3,4,55,0,0.012
325,325-Chopin-concertoop21,,-4,-4,238,17,0.030
326,326-Mozart-ariaflute,,-3,-3,127,0,0.015
327,327-Mendelssohn-romancesp8op30,,-5,-5,75,0,0.005
328,328-Bartok-sonatine,B. Bartok,2,3,80,0,0.010
329,329-Debussy-sonateviolon,,-2,-2,78,0,0.005
331,331-Beethoven-sonateop26,,-4,-4,89,0,0.008
332,332-Milhaud-boeuf,D. Milhaud,0,4,88,46,0.010
333,333-Mazas-romance1op36,F. Mazas,4,4,150,0,0.049
334,334-Haydn-concertosol,F.J Haydn,0,1,166,1,0.053
335,335-Berlioz-BenvenutoCelliniop23,,1,1,104,5,0.011
337,337-Beethoven-sonate2op10,,-1,0,93,0,0.007
338,338-Haendel-sonateV,,3,3,155,0,0.102
339,339-Mozart-air17flute,,-2,-2,105,3,0.082
340,340-Kuhlau-sonatine4op88,,3,3,119,1,0.017
341,341-Mozart-concertolaKV219,W.A. Mozart,4,4,179,0,0.093
343,343-Bach-allemandePartita6,,1,1,134,3,0.643
344,344-Mozart-quintettemibK614,,-2,-2,79,1,0.009
345,345-Debussy-PelleasII4,C. Debussy,4,2,48,8,0.006
346,346-Chopin-fantaisie,F. Chopin,3,3,60,0,0.006
347,347-Haendel-concertogrosso7,,-2,-2,111,0,0.029
348,348-Mozart-flutemarche,W. A. Mozart,0,0,102,1,0.042
349,349-Haydn-quatuor5op76,,6,-6,98,98,0.010
351,351-Jones,E. Jones,0,0,145,0,0.035
352,352-Scarlatti-sonateutK502,,0,1,86,0,0.008
353,353-Mendelssohn-romancesspop67,F. Mendelssohn,3,3,31,0,0.003
354,354-Mozart-sonatefaKV332,,-2,-2,147,2,0.126
355,355-Mozart-sonatereKV311,W. A. Mozart,1,1,144,0,0.019
356,356-Chopin-nocturne1op27,,4,4,68,2,0.006
357,357-Bach-ariaGoldbergBWV988,J. S. Bach,1,2,137,0,0.023
359,359-Mozart-romance,,0,0,157,0,0.043
360,360-Soulage,,2,3,115,0,0.009
361,361-Beethoven-sonate2op14,,1,2,144,1,0.048
363,363-Debussy-clairdelune,,-5,-5,149,0,0.017
366,366-Bach-andante,,-1,0,137,0,0.035
367,367-Bach-suite5,,1,1,99,0,0.014
369,369-Bach-solocembalo,,-3,-2,299,0,0.051
370,370-Beethoven-quatuor3op59,,0,0,148,0,0.020
371,371-Haydn-concertoreop21,,3,3,120,2,0.092
374,374-Bizet-seguedille,,2,2,170,3,0.012
375,375-Beethoven-sonate21op53,,-1,-1,70,6,0.009
376,376-Clementi-sonate2op26,,2,2,65,1,0.006
378,378-Beethoven-quintetteop29,,-1,-1,168,3,0.075
380,380-Bartok-Bulgare,B. Bartok,0,0,59,2,0.004
401,401-Mozart-sonateKV282,,-3,-2,180,2,1.622
403,403-Bach-allemandePartita4,,2,3,394,11,0.878
404,404-Rode-caprice6,,2,2,188,1,0.184
405,405-Bach-prelude13,,6,6,102,3,0.027
407,407-Beethoven-sonate1op10,,-4,-4,121,4,0.016
408,408-Bach-sarabande-Partita4,,2,3,153,0,0.084
409,409-Beethoven-quatuor1op18,,-1,2,153,4,0.310
410,410-Mozart-sonateKV309,W.A. Mozart,-1,-1,187,3,0.151
413,413-Beethoven-quintetteop16,,-3,-3,131,6,0.038
414,414-Bach-laudamus-te,,3,3,220,0,0.733
415,415-Mozart-donGiovaniI2,,-2,-2,132,4,0.014
416,416-Bach-aria-Goldberg,,1,1,98,0,0.060
418,418-Bach-courante-partita4,,2,2,174,0,0.087
419,419-Beethoven-variation23,L. v. Beethoven,2,2,158,4,0.298
420,420-Bach-prelude6,,2,2,167,1,0.090
423,423-Bach-adagio-Goldberg25,,-2,-2,98,6,0.620
424,424-Bach-prelude4,,4,4,125,0,0.018
425,425-Beethoven-sonateop7,,0,1,133,1,0.050
426,426-Bach-suiteanglaise1,,3,3,94,0,0.038
427,427-Bach-rondo-partita2,,-3,-3,69,0,0.004
428,428-Beethoven-sonate3op10,,-1,0,97,3,0.031
429,429-Mozart-sonateKV283,,0,0,161,1,0.298
431,431-Bach-sinfonia-partita2,,-3,-3,342,7,1.331
434,434-Bach-concertoitalien,,-1,-1,340,8,0.653
435,435-Wolf-nein,,1,2,71,5,0.004
436,436-Bach-ouverture-partita4,,2,2,160,0,0.312
437,437-Bach-courante-partita2,,-3,-2,112,4,0.046
438,438-Mozart-sonateKV457,,-3,-3,214,8,1.714
440,440-Bach-prelude10,,1,1,176,1,0.050
441,441-Chopin-nocture3op9,,5,-6,194,170,0.389
442,442-Mozart-dongiovaniII7,,-3,-3,114,0,0.013
443,443-Ibert-escales,,6,5,172,41,0.602
444,444-Bach-invention,,4,4,320,4,0.055
445,445-Beethoven-sonateop110,,-6,5,92,87,0.016
446,446-Mozart-sonateKV330,,0,0,268,5,0.087
448,448-Bach-concertoclavecin1,,-2,-2,203,7,0.234
449,449-Clementi-gradus,M. Clementi,-1,1,150,1,0.087
450,450-Bach-toccata-solm,,-2,1,101,0,0.088
451,451-Bach-sarabande,,-2,-2,221,2,0.141
453,453-Mozart-sonateKV310,,-1,-1,192,0,0.130
456,456-Haendel-sonate4,,2,2,156,0,0.126
457,457-Bach-prelude8,,-6,-6,109,0,0.029
458,458-Liszt-rhapsodiehongroise12,,4,4,83,0,0.023
459,459-Bach-courantepartita6,,1,1,153,1,0.024
460,460-Spohr-duoconcertant1op3,,-3,-3,127,3,0.549
461,461-Bach-allemande-partita1,,2,2,93,3,0.249
465,465-Clementi-sonateop12,,-1,-1,231,8,0.408
467,467-Schubert-MatchenTod,,-2,-2,167,0,0.028
468,468-Scarlatti-sonateK502,,0,0,260,0,0.033
